referencia,descripcion,op,cantidad,detalles
D21230,"SUDADERA HOMBRE CON BOLSILLOS EN DELANTERO Y POSTERIOR, VI",1094,252,"[[""067"",""GRIS OSCURO"",""D21230"",""32"",15,""9990001072209""],[""067"",""GRIS OSCURO"",""D21230"",""34"",30,""9990001072216""],[""067"",""GRIS OSCURO"",""D21230"",""36"",30,""9990001072223""],[""067"",""GRIS OSCURO"",""D21230"",""38"",15,""9990001072230""],[""090"",""NEGRO"",""D21230"",""32"",13,""9990001072247""],[""090"",""NEGRO"",""D21230"",""34"",26,""9990001072254""],[""090"",""NEGRO"",""D21230"",""36"",26,""9990001072261""],[""090"",""NEGRO"",""D21230"",""38"",13,""9990001072278""],[""104"",""PACIFICO"",""D21230"",""32"",14,""9990001072285""],[""104"",""PACIFICO"",""D21230"",""34"",28,""9990001072292""],[""104"",""PACIFICO"",""D21230"",""36"",28,""9990001072308""],[""104"",""PACIFICO"",""D21230"",""38"",14,""9990001072315""]]"
200066,PIJAMA DE SHORT CORTA     BLUSA DE TIRAS EN COMBINACION    S,1095,444,"[[""001"",""AGUA MARINA"",""200066"",""S"",24,""9990001081485""],[""001"",""AGUA MARINA"",""200066"",""M"",48,""9990001081492""],[""001"",""AGUA MARINA"",""200066"",""L"",36,""9990001081508""],[""001"",""AGUA MARINA"",""200066"",""XL"",36,""9990001081515""],[""013"",""AZUL CLARO"",""200066"",""S"",24,""9990001005528""],[""013"",""AZUL CLARO"",""200066"",""M"",48,""9990001005511""],[""013"",""AZUL CLARO"",""200066"",""L"",36,""9990001005504""],[""013"",""AZUL CLARO"",""200066"",""XL"",36,""9990001005535""],[""126"",""ROSADO"",""200066"",""S"",26,""9990001005801""],[""126"",""ROSADO"",""200066"",""M"",52,""9990001005795""],[""126"",""ROSADO"",""200066"",""L"",39,""9990001005788""],[""126"",""ROSADO"",""200066"",""XL"",39,""9990001005818""]]"
200066,PIJAMA DE SHORT CORTA     BLUSA DE TIRAS EN COMBINACION    S,1096,444,"[[""013"",""AZUL CLARO"",""200066"",""S"",26,""9990001005528""],[""013"",""AZUL CLARO"",""200066"",""M"",52,""9990001005511""],[""013"",""AZUL CLARO"",""200066"",""L"",39,""9990001005504""],[""013"",""AZUL CLARO"",""200066"",""XL"",39,""9990001005535""],[""103"",""OFF WHITE"",""200066"",""S"",24,""9990001005764""],[""103"",""OFF WHITE"",""200066"",""M"",48,""9990001005757""],[""103"",""OFF WHITE"",""200066"",""L"",36,""9990001005740""],[""103"",""OFF WHITE"",""200066"",""XL"",36,""9990001005771""],[""190"",""OFF WHITE # 2"",""200066"",""S"",24,""9990001081256""],[""190"",""OFF WHITE # 2"",""200066"",""M"",48,""9990001081263""],[""190"",""OFF WHITE # 2"",""200066"",""L"",36,""9990001081270""],[""190"",""OFF WHITE # 2"",""200066"",""XL"",36,""9990001081287""]]"
200066,PIJAMA DE SHORT CORTA     BLUSA DE TIRAS EN COMBINACION    S,1097,576,"[[""013"",""AZUL CLARO"",""200066"",""S"",24,""9990001005528""],[""013"",""AZUL CLARO"",""200066"",""M"",48,""9990001005511""],[""013"",""AZUL CLARO"",""200066"",""L"",36,""9990001005504""],[""013"",""AZUL CLARO"",""200066"",""XL"",36,""9990001005535""],[""022"",""AZULTURQUI"",""200066"",""S"",24,""9990001005566""],[""022"",""AZULTURQUI"",""200066"",""M"",48,""9990001005559""],[""022"",""AZULTURQUI"",""200066"",""L"",36,""9990001005542""],[""022"",""AZULTURQUI"",""200066"",""XL"",36,""9990001005573""],[""103"",""OFF WHITE"",""200066"",""S"",24,""9990001005764""],[""103"",""OFF WHITE"",""200066"",""M"",48,""9990001005757""],[""103"",""OFF WHITE"",""200066"",""L"",36,""9990001005740""],[""103"",""OFF WHITE"",""200066"",""XL"",36,""9990001005771""],[""195"",""AZUL TURQUI #2"",""200066"",""S"",24,""9990001080792""],[""195"",""AZUL TURQUI #2"",""200066"",""M"",48,""9990001080808""],[""195"",""AZUL TURQUI #2"",""200066"",""L"",36,""9990001080815""],[""195"",""AZUL TURQUI #2"",""200066"",""XL"",36,""9990001080822""]]"
MDP021,JOGGER DRILL DAMA BOLSILLOS CARGO ELASTICO EN BOTA,1098,389,"[[""090"",""NEGRO"",""MDP021"",""8"",39,""9990001061678""],[""090"",""NEGRO"",""MDP021"",""10"",251,""9990001061685""],[""090"",""NEGRO"",""MDP021"",""12"",65,""9990001061692""],[""090"",""NEGRO"",""MDP021"",""14"",34,""9990001061708""]]"
MDP021,JOGGER DRILL DAMA BOLSILLOS CARGO ELASTICO EN BOTA,1099,1086,"[[""072"",""KAKY"",""MDP021"",""4"",34,""9990001065430""],[""072"",""KAKY"",""MDP021"",""6"",323,""9990001065447""],[""072"",""KAKY"",""MDP021"",""8"",312,""9990001065454""],[""072"",""KAKY"",""MDP021"",""10"",299,""9990001065461""],[""072"",""KAKY"",""MDP021"",""12"",112,""9990001065478""],[""072"",""KAKY"",""MDP021"",""14"",6,""9990001065485""]]"
MDP021,JOGGER DRILL DAMA BOLSILLOS CARGO ELASTICO EN BOTA,1100,776,"[[""155"",""VERDE SALVIA"",""MDP021"",""4"",40,""9990001065492""],[""155"",""VERDE SALVIA"",""MDP021"",""6"",214,""9990001065508""],[""155"",""VERDE SALVIA"",""MDP021"",""8"",209,""9990001065515""],[""155"",""VERDE SALVIA"",""MDP021"",""10"",205,""9990001065522""],[""155"",""VERDE SALVIA"",""MDP021"",""12"",64,""9990001065539""],[""155"",""VERDE SALVIA"",""MDP021"",""14"",44,""9990001065546""]]"
MB7112,"BLUSA DAMA DE COPAS CON MANGA CORTA, CON ELASTICO EN PUÑO",1101,172,"[[""038"",""CAMEL"",""MB7112"",""S"",6,""9990001084066""],[""038"",""CAMEL"",""MB7112"",""M"",14,""9990001084073""],[""038"",""CAMEL"",""MB7112"",""L"",12,""9990001084080""],[""090"",""NEGRO"",""MB7112"",""S"",6,""9990001084097""],[""090"",""NEGRO"",""MB7112"",""M"",14,""9990001084103""],[""090"",""NEGRO"",""MB7112"",""L"",12,""9990001084110""],[""103"",""OFF WHITE"",""MB7112"",""S"",11,""9990001084127""],[""103"",""OFF WHITE"",""MB7112"",""M"",22,""9990001084134""],[""103"",""OFF WHITE"",""MB7112"",""L"",22,""9990001084141""],[""126"",""ROSADO"",""MB7112"",""S"",10,""9990001084158""],[""126"",""ROSADO"",""MB7112"",""M"",23,""9990001084165""],[""126"",""ROSADO"",""MB7112"",""L"",20,""9990001084172""]]"
MF5258,"FALDA CON BOLEROS, ELASTICO EN PRETINA Y FORRO EN COMBINACIO",1102,192,"[[""038"",""CAMEL"",""MF5258"",""8"",16,""9990001082604""],[""038"",""CAMEL"",""MF5258"",""10"",16,""9990001082611""],[""038"",""CAMEL"",""MF5258"",""12"",16,""9990001082628""],[""090"",""NEGRO"",""MF5258"",""8"",16,""9990001082635""],[""090"",""NEGRO"",""MF5258"",""10"",16,""9990001082642""],[""090"",""NEGRO"",""MF5258"",""12"",16,""9990001082659""],[""103"",""OFF WHITE"",""MF5258"",""8"",16,""9990001082666""],[""103"",""OFF WHITE"",""MF5258"",""10"",16,""9990001082673""],[""103"",""OFF WHITE"",""MF5258"",""12"",16,""9990001082680""],[""126"",""ROSADO"",""MF5258"",""8"",16,""9990001082697""],[""126"",""ROSADO"",""MF5258"",""10"",16,""9990001082703""],[""126"",""ROSADO"",""MF5258"",""12"",16,""9990001082710""]]"
MB7105,"CROP TOP PARA DAMA DE TIRAS, CON 4 TABLONES HACIA EL  COSTAD",1103,160,"[[""038"",""CAMEL"",""MB7105"",""S"",10,""9990001081829""],[""038"",""CAMEL"",""MB7105"",""M"",20,""9990001081836""],[""038"",""CAMEL"",""MB7105"",""L"",10,""9990001081843""],[""090"",""NEGRO"",""MB7105"",""S"",22,""9990001081850""],[""090"",""NEGRO"",""MB7105"",""M"",44,""9990001081867""],[""090"",""NEGRO"",""MB7105"",""L"",22,""9990001081874""],[""103"",""OFF WHITE"",""MB7105"",""S"",8,""9990001081881""],[""103"",""OFF WHITE"",""MB7105"",""M"",16,""9990001081898""],[""103"",""OFF WHITE"",""MB7105"",""L"",8,""9990001081904""]]"
U24043,POLO OVERSIZE TROPELERO MANGA RODADA CON PUÑO Y  CUELLO SPOR,1104,322,"[[""016"",""AZUL HORTENSIA"",""U24043"",""S"",14,""9990001078829""],[""016"",""AZUL HORTENSIA"",""U24043"",""M"",30,""9990001078836""],[""016"",""AZUL HORTENSIA"",""U24043"",""L"",28,""9990001078843""],[""016"",""AZUL HORTENSIA"",""U24043"",""XL"",28,""9990001078850""],[""109"",""PETROLEO"",""U24043"",""S"",16,""9990001078867""],[""109"",""PETROLEO"",""U24043"",""M"",38,""9990001078874""],[""109"",""PETROLEO"",""U24043"",""L"",32,""9990001078881""],[""109"",""PETROLEO"",""U24043"",""XL"",32,""9990001078898""],[""155"",""VERDE SALVIA"",""U24043"",""S"",14,""9990001078904""],[""155"",""VERDE SALVIA"",""U24043"",""M"",34,""9990001078911""],[""155"",""VERDE SALVIA"",""U24043"",""L"",28,""9990001078928""],[""155"",""VERDE SALVIA"",""U24043"",""XL"",28,""9990001078935""]]"
805933,"CROPTOP PARA DAMA  DE TIRAS TODO FORRADO, CON 2 TIRAS EN ESP",1105,222,"[[""103"",""OFF WHITE"",""805933"",""S"",22,""9990001088101""],[""103"",""OFF WHITE"",""805933"",""M"",22,""9990001088118""],[""103"",""OFF WHITE"",""805933"",""L"",22,""9990001088125""],[""126"",""ROSADO"",""805933"",""S"",22,""9990001088132""],[""126"",""ROSADO"",""805933"",""M"",22,""9990001088149""],[""126"",""ROSADO"",""805933"",""L"",22,""9990001088156""],[""160"",""AZUL"",""805933"",""S"",30,""9990001088163""],[""160"",""AZUL"",""805933"",""M"",30,""9990001088170""],[""160"",""AZUL"",""805933"",""L"",30,""9990001088187""]]"
CJ0131,CONJUNTO PARA DAMA  BLUSA MANGA SISA CON COPAS Y FALDA LARGA,1106,216,"[[""024"",""BEIGE"",""CJ0131"",""S"",22,""9990001178406""],[""024"",""BEIGE"",""CJ0131"",""M"",22,""9990001178413""],[""024"",""BEIGE"",""CJ0131"",""L"",22,""9990001178420""],[""090"",""NEGRO"",""CJ0131"",""S"",24,""9990001178437""],[""090"",""NEGRO"",""CJ0131"",""M"",24,""9990001178444""],[""090"",""NEGRO"",""CJ0131"",""L"",24,""9990001178451""],[""139"",""VERDE"",""CJ0131"",""S"",26,""9990001178468""],[""139"",""VERDE"",""CJ0131"",""M"",26,""9990001178475""],[""139"",""VERDE"",""CJ0131"",""L"",26,""9990001178482""]]"
BOX301,BOXER NIÑO SOLO FONDO ELASTICO 80GRADOS EN CINTURA,1107,64,"[[""017"",""AZUL INDIGO"",""BOX301"",""6"",8,""9990001107055""],[""055"",""GRIS"",""BOX301"",""6"",16,""9990001069308""],[""090"",""NEGRO"",""BOX301"",""6"",40,""9990001073091""]]"
BOX301,BOXER NIÑO SOLO FONDO ELASTICO 80GRADOS EN CINTURA,1108,126,"[[""055"",""GRIS"",""BOX301"",""6"",30,""9990001069308""],[""055"",""GRIS"",""BOX301"",""8"",17,""9990001069315""],[""139"",""VERDE"",""BOX301"",""6"",26,""9990001069322""],[""139"",""VERDE"",""BOX301"",""8"",15,""9990001069339""],[""160"",""AZUL"",""BOX301"",""6"",24,""9990001069346""],[""160"",""AZUL"",""BOX301"",""8"",14,""9990001069353""]]"
BOX301,BOXER NIÑO SOLO FONDO ELASTICO 80GRADOS EN CINTURA,1109,25,"[[""038"",""CAMEL"",""BOX301"",""8"",5,""9990001073138""],[""072"",""KAKY"",""BOX301"",""8"",4,""9990001073145""],[""075"",""LILA"",""BOX301"",""8"",4,""9990001073152""],[""090"",""NEGRO"",""BOX301"",""8"",2,""9990001073060""],[""155"",""VERDE SALVIA"",""BOX301"",""8"",4,""9990001073169""],[""157"",""VINO TINTO"",""BOX301"",""8"",6,""9990001073176""]]"
30000B,TRIO DE TANGA DAMA    BRASILERAS DE TIRO BAJO COMBINADA CON,1111,102,"[[""200"",""SURTIDO"",""30000B"",""S"",34,""9990001061623""],[""200"",""SURTIDO"",""30000B"",""M"",34,""9990001061630""],[""200"",""SURTIDO"",""30000B"",""L"",34,""9990001061647""]]"
30000B,TRIO DE TANGA DAMA    BRASILERAS DE TIRO BAJO COMBINADA CON,1112,105,"[[""200"",""SURTIDO"",""30000B"",""S"",35,""9990001061623""],[""200"",""SURTIDO"",""30000B"",""M"",35,""9990001061630""],[""200"",""SURTIDO"",""30000B"",""L"",35,""9990001061647""]]"
30000B,TRIO DE TANGA DAMA    BRASILERAS DE TIRO BAJO COMBINADA CON,1113,108,"[[""200"",""SURTIDO"",""30000B"",""S"",36,""9990001061623""],[""200"",""SURTIDO"",""30000B"",""M"",36,""9990001061630""],[""200"",""SURTIDO"",""30000B"",""L"",36,""9990001061647""]]"
BOX301,BOXER NIÑO SOLO FONDO ELASTICO 80GRADOS EN CINTURA,1114,26,"[[""038"",""CAMEL"",""BOX301"",""8"",8,""9990001073138""],[""072"",""KAKY"",""BOX301"",""8"",2,""9990001073145""],[""090"",""NEGRO"",""BOX301"",""8"",4,""9990001073060""],[""103"",""OFF WHITE"",""BOX301"",""8"",5,""9990001107123""],[""157"",""VINO TINTO"",""BOX301"",""8"",7,""9990001073176""]]"
30000B,TRIO DE TANGA DAMA    BRASILERAS DE TIRO BAJO COMBINADA CON,1115,231,"[[""200"",""SURTIDO"",""30000B"",""S"",77,""9990001061623""],[""200"",""SURTIDO"",""30000B"",""M"",77,""9990001061630""],[""200"",""SURTIDO"",""30000B"",""L"",77,""9990001061647""]]"
30000B,TRIO DE TANGA DAMA    BRASILERAS DE TIRO BAJO COMBINADA CON,1116,231,"[[""200"",""SURTIDO"",""30000B"",""S"",77,""9990001061623""],[""200"",""SURTIDO"",""30000B"",""M"",77,""9990001061630""],[""200"",""SURTIDO"",""30000B"",""L"",77,""9990001061647""]]"
D11309,SUDADERA DAMA CON BOLSILLOS EN DELANTERO    ELASTICO EN PRET,1117,258,"[[""057"",""GRIS CLARO"",""D11309"",""8"",15,""9990001081058""],[""057"",""GRIS CLARO"",""D11309"",""10"",30,""9990001081065""],[""057"",""GRIS CLARO"",""D11309"",""12"",30,""9990001081072""],[""057"",""GRIS CLARO"",""D11309"",""14"",15,""9990001081089""],[""067"",""GRIS OSCURO"",""D11309"",""8"",11,""9990001081096""],[""067"",""GRIS OSCURO"",""D11309"",""10"",22,""9990001081102""],[""067"",""GRIS OSCURO"",""D11309"",""12"",22,""9990001081119""],[""067"",""GRIS OSCURO"",""D11309"",""14"",11,""9990001081126""],[""084"",""MORADO CLARO"",""D11309"",""8"",2,""9990001081133""],[""084"",""MORADO CLARO"",""D11309"",""10"",4,""9990001081140""],[""084"",""MORADO CLARO"",""D11309"",""12"",4,""9990001081157""],[""084"",""MORADO CLARO"",""D11309"",""14"",2,""9990001081164""],[""090"",""NEGRO"",""D11309"",""8"",15,""9990001081171""],[""090"",""NEGRO"",""D11309"",""10"",30,""9990001081188""],[""090"",""NEGRO"",""D11309"",""12"",30,""9990001081195""],[""090"",""NEGRO"",""D11309"",""14"",15,""9990001081201""]]"
D11309,SUDADERA DAMA CON BOLSILLOS EN DELANTERO    ELASTICO EN PRET,1118,312,"[[""057"",""GRIS CLARO"",""D11309"",""8"",15,""9990001081058""],[""057"",""GRIS CLARO"",""D11309"",""10"",30,""9990001081065""],[""057"",""GRIS CLARO"",""D11309"",""12"",30,""9990001081072""],[""057"",""GRIS CLARO"",""D11309"",""14"",15,""9990001081089""],[""067"",""GRIS OSCURO"",""D11309"",""8"",15,""9990001081096""],[""067"",""GRIS OSCURO"",""D11309"",""10"",30,""9990001081102""],[""067"",""GRIS OSCURO"",""D11309"",""12"",30,""9990001081119""],[""067"",""GRIS OSCURO"",""D11309"",""14"",15,""9990001081126""],[""084"",""MORADO CLARO"",""D11309"",""8"",7,""9990001081133""],[""084"",""MORADO CLARO"",""D11309"",""10"",14,""9990001081140""],[""084"",""MORADO CLARO"",""D11309"",""12"",14,""9990001081157""],[""084"",""MORADO CLARO"",""D11309"",""14"",7,""9990001081164""],[""090"",""NEGRO"",""D11309"",""8"",15,""9990001081171""],[""090"",""NEGRO"",""D11309"",""10"",30,""9990001081188""],[""090"",""NEGRO"",""D11309"",""12"",30,""9990001081195""],[""090"",""NEGRO"",""D11309"",""14"",15,""9990001081201""]]"
200066,PIJAMA DE SHORT CORTA     BLUSA DE TIRAS EN COMBINACION    S,1119,444,"[[""001"",""AGUA MARINA"",""200066"",""S"",24,""9990001081485""],[""001"",""AGUA MARINA"",""200066"",""M"",48,""9990001081492""],[""001"",""AGUA MARINA"",""200066"",""L"",36,""9990001081508""],[""001"",""AGUA MARINA"",""200066"",""XL"",36,""9990001081515""],[""013"",""AZUL CLARO"",""200066"",""S"",24,""9990001005528""],[""013"",""AZUL CLARO"",""200066"",""M"",48,""9990001005511""],[""013"",""AZUL CLARO"",""200066"",""L"",36,""9990001005504""],[""013"",""AZUL CLARO"",""200066"",""XL"",36,""9990001005535""],[""126"",""ROSADO"",""200066"",""S"",26,""9990001005801""],[""126"",""ROSADO"",""200066"",""M"",52,""9990001005795""],[""126"",""ROSADO"",""200066"",""L"",39,""9990001005788""],[""126"",""ROSADO"",""200066"",""XL"",39,""9990001005818""]]"
200066,PIJAMA DE SHORT CORTA     BLUSA DE TIRAS EN COMBINACION    S,1120,372,"[[""013"",""AZUL CLARO"",""200066"",""S"",26,""9990001005528""],[""013"",""AZUL CLARO"",""200066"",""M"",52,""9990001005511""],[""013"",""AZUL CLARO"",""200066"",""L"",39,""9990001005504""],[""013"",""AZUL CLARO"",""200066"",""XL"",39,""9990001005535""],[""103"",""OFF WHITE"",""200066"",""S"",12,""9990001005764""],[""103"",""OFF WHITE"",""200066"",""M"",24,""9990001005757""],[""103"",""OFF WHITE"",""200066"",""L"",18,""9990001005740""],[""103"",""OFF WHITE"",""200066"",""XL"",18,""9990001005771""],[""190"",""OFF WHITE # 2"",""200066"",""S"",24,""9990001081256""],[""190"",""OFF WHITE # 2"",""200066"",""M"",48,""9990001081263""],[""190"",""OFF WHITE # 2"",""200066"",""L"",36,""9990001081270""],[""190"",""OFF WHITE # 2"",""200066"",""XL"",36,""9990001081287""]]"
200066,PIJAMA DE SHORT CORTA     BLUSA DE TIRAS EN COMBINACION    S,1121,576,"[[""013"",""AZUL CLARO"",""200066"",""S"",24,""9990001005528""],[""013"",""AZUL CLARO"",""200066"",""M"",48,""9990001005511""],[""013"",""AZUL CLARO"",""200066"",""L"",36,""9990001005504""],[""013"",""AZUL CLARO"",""200066"",""XL"",36,""9990001005535""],[""022"",""AZULTURQUI"",""200066"",""S"",24,""9990001005566""],[""022"",""AZULTURQUI"",""200066"",""M"",48,""9990001005559""],[""022"",""AZULTURQUI"",""200066"",""L"",36,""9990001005542""],[""022"",""AZULTURQUI"",""200066"",""XL"",36,""9990001005573""],[""103"",""OFF WHITE"",""200066"",""S"",24,""9990001005764""],[""103"",""OFF WHITE"",""200066"",""M"",48,""9990001005757""],[""103"",""OFF WHITE"",""200066"",""L"",36,""9990001005740""],[""103"",""OFF WHITE"",""200066"",""XL"",36,""9990001005771""],[""195"",""AZUL TURQUI #2"",""200066"",""S"",24,""9990001080792""],[""195"",""AZUL TURQUI #2"",""200066"",""M"",48,""9990001080808""],[""195"",""AZUL TURQUI #2"",""200066"",""L"",36,""9990001080815""],[""195"",""AZUL TURQUI #2"",""200066"",""XL"",36,""9990001080822""]]"
MDP031,JEAN DAMA WIDE LEG CORTE EN DELANTERO,1122,200,"[[""017"",""AZUL INDIGO"",""MDP031"",""4"",25,""9990001066413""],[""017"",""AZUL INDIGO"",""MDP031"",""6"",50,""9990001066420""],[""017"",""AZUL INDIGO"",""MDP031"",""8"",50,""9990001066437""],[""017"",""AZUL INDIGO"",""MDP031"",""10"",50,""9990001066444""],[""017"",""AZUL INDIGO"",""MDP031"",""12"",25,""9990001066451""]]"
U22612,BUSO HOMBRE CON CAPUCHA    MANGA LARGA CON PUÑOS    Y BOLSIL,1123,515,"[[""060"",""GRIS JASPE"",""U22612"",""S"",30,""9990001066772""],[""060"",""GRIS JASPE"",""U22612"",""M"",64,""9990001066789""],[""060"",""GRIS JASPE"",""U22612"",""L"",60,""9990001066796""],[""060"",""GRIS JASPE"",""U22612"",""XL"",60,""9990001066802""],[""072"",""KAKY"",""U22612"",""S"",5,""9990001014360""],[""072"",""KAKY"",""U22612"",""M"",14,""9990001014377""],[""072"",""KAKY"",""U22612"",""L"",10,""9990001014384""],[""072"",""KAKY"",""U22612"",""XL"",10,""9990001014391""],[""090"",""NEGRO"",""U22612"",""S"",37,""9990001014407""],[""090"",""NEGRO"",""U22612"",""M"",77,""9990001014414""],[""090"",""NEGRO"",""U22612"",""L"",74,""9990001014421""],[""090"",""NEGRO"",""U22612"",""XL"",74,""9990001014438""]]"
CJ0009,CONJUNTO NIÑA    CHAQUETA CON CAPUCHA    MANGA LARGA CON PUÑ,1124,366,"[[""026"",""BLANCO"",""CJ0009"",""8"",20,""9990001071448""],[""026"",""BLANCO"",""CJ0009"",""12"",23,""9990001071455""],[""026"",""BLANCO"",""CJ0009"",""16"",20,""9990001071462""],[""052"",""FUCSIA"",""CJ0009"",""8"",20,""9990001071479""],[""052"",""FUCSIA"",""CJ0009"",""12"",23,""9990001071486""],[""052"",""FUCSIA"",""CJ0009"",""16"",20,""9990001071493""],[""160"",""AZUL"",""CJ0009"",""8"",18,""9990001071509""],[""160"",""AZUL"",""CJ0009"",""12"",24,""9990001071516""],[""160"",""AZUL"",""CJ0009"",""16"",18,""9990001071523""],[""169"",""BLANCO # 2"",""CJ0009"",""8"",22,""9990001071530""],[""169"",""BLANCO # 2"",""CJ0009"",""12"",22,""9990001071547""],[""169"",""BLANCO # 2"",""CJ0009"",""16"",22,""9990001071554""],[""174"",""BLANCO # 3"",""CJ0009"",""8"",20,""9990001071561""],[""174"",""BLANCO # 3"",""CJ0009"",""12"",20,""9990001071578""],[""174"",""BLANCO # 3"",""CJ0009"",""16"",20,""9990001071585""],[""175"",""FUCSIA # 2"",""CJ0009"",""8"",18,""9990001071592""],[""175"",""FUCSIA # 2"",""CJ0009"",""12"",18,""9990001071608""],[""175"",""FUCSIA # 2"",""CJ0009"",""16"",18,""9990001071615""]]"
CJ0009,CONJUNTO NIÑA    CHAQUETA CON CAPUCHA    MANGA LARGA CON PUÑ,1125,408,"[[""026"",""BLANCO"",""CJ0009"",""8"",36,""9990001071448""],[""026"",""BLANCO"",""CJ0009"",""12"",37,""9990001071455""],[""026"",""BLANCO"",""CJ0009"",""16"",36,""9990001071462""],[""052"",""FUCSIA"",""CJ0009"",""8"",20,""9990001071479""],[""052"",""FUCSIA"",""CJ0009"",""12"",20,""9990001071486""],[""052"",""FUCSIA"",""CJ0009"",""16"",20,""9990001071493""],[""160"",""AZUL"",""CJ0009"",""8"",18,""9990001071509""],[""160"",""AZUL"",""CJ0009"",""12"",20,""9990001071516""],[""160"",""AZUL"",""CJ0009"",""16"",18,""9990001071523""],[""169"",""BLANCO # 2"",""CJ0009"",""8"",20,""9990001071530""],[""169"",""BLANCO # 2"",""CJ0009"",""12"",20,""9990001071547""],[""169"",""BLANCO # 2"",""CJ0009"",""16"",20,""9990001071554""],[""175"",""FUCSIA # 2"",""CJ0009"",""8"",20,""9990001071592""],[""175"",""FUCSIA # 2"",""CJ0009"",""12"",23,""9990001071608""],[""175"",""FUCSIA # 2"",""CJ0009"",""16"",20,""9990001071615""],[""197"",""FUCSIA #3"",""CJ0009"",""8"",20,""9990001071622""],[""197"",""FUCSIA #3"",""CJ0009"",""12"",20,""9990001071639""],[""197"",""FUCSIA #3"",""CJ0009"",""16"",20,""9990001071646""]]"
UN0972,CAMISETA NIÑO MANGA CORTA  CUELLO REDONDO Y CARTERA,1126,480,"[[""038"",""CAMEL"",""UN0972"",""6"",8,""9990001075224""],[""038"",""CAMEL"",""UN0972"",""8"",8,""9990001075231""],[""038"",""CAMEL"",""UN0972"",""10"",16,""9990001075248""],[""038"",""CAMEL"",""UN0972"",""12"",16,""9990001075255""],[""038"",""CAMEL"",""UN0972"",""14"",16,""9990001075262""],[""038"",""CAMEL"",""UN0972"",""16"",16,""9990001075279""],[""090"",""NEGRO"",""UN0972"",""6"",8,""9990001075286""],[""090"",""NEGRO"",""UN0972"",""8"",8,""9990001075293""],[""090"",""NEGRO"",""UN0972"",""10"",16,""9990001075309""],[""090"",""NEGRO"",""UN0972"",""12"",16,""9990001075316""],[""090"",""NEGRO"",""UN0972"",""14"",16,""9990001075323""],[""090"",""NEGRO"",""UN0972"",""16"",16,""9990001075330""],[""103"",""OFF WHITE"",""UN0972"",""6"",8,""9990001075347""],[""103"",""OFF WHITE"",""UN0972"",""8"",8,""9990001075354""],[""103"",""OFF WHITE"",""UN0972"",""10"",16,""9990001075361""],[""103"",""OFF WHITE"",""UN0972"",""12"",16,""9990001075378""],[""103"",""OFF WHITE"",""UN0972"",""14"",16,""9990001075385""],[""103"",""OFF WHITE"",""UN0972"",""16"",16,""9990001075392""],[""172"",""NEGRO # 2"",""UN0972"",""6"",8,""9990001075408""],[""172"",""NEGRO # 2"",""UN0972"",""8"",8,""9990001075415""],[""172"",""NEGRO # 2"",""UN0972"",""10"",16,""9990001075422""],[""172"",""NEGRO # 2"",""UN0972"",""12"",16,""9990001075439""],[""172"",""NEGRO # 2"",""UN0972"",""14"",16,""9990001075446""],[""172"",""NEGRO # 2"",""UN0972"",""16"",16,""9990001075453""],[""178"",""NEGRO # 3"",""UN0972"",""6"",8,""9990001075460""],[""178"",""NEGRO # 3"",""UN0972"",""8"",8,""9990001075477""],[""178"",""NEGRO # 3"",""UN0972"",""10"",16,""9990001075484""],[""178"",""NEGRO # 3"",""UN0972"",""12"",16,""9990001075491""],[""178"",""NEGRO # 3"",""UN0972"",""14"",16,""9990001075507""],[""178"",""NEGRO # 3"",""UN0972"",""16"",16,""9990001075514""],[""190"",""OFF WHITE # 2"",""UN0972"",""6"",8,""9990001075521""],[""190"",""OFF WHITE # 2"",""UN0972"",""8"",8,""9990001075538""],[""190"",""OFF WHITE # 2"",""UN0972"",""10"",16,""9990001075545""],[""190"",""OFF WHITE # 2"",""UN0972"",""12"",16,""9990001075552""],[""190"",""OFF WHITE # 2"",""UN0972"",""14"",16,""9990001075569""],[""190"",""OFF WHITE # 2"",""UN0972"",""16"",16,""9990001075576""]]"
